惊慌妈妈 საშიში დედა,"
                            安娜·乌鲁沙泽
                        ",2018,天坛奖 Tiantan Award
希望的另一面 Toivon tuolla puolen,"
                            阿基·考里斯马基
                        ",2018,天坛奖 Tiantan Award
红海行动,"
                            林超贤
                        ",2018,天坛奖 Tiantan Award
旅程终点 Journey's End,"
                            索尔·迪勃
                        ",2018,天坛奖 Tiantan Award
赤脚 Po strnisti bos,"
                            扬·斯维拉克
                        ",2018,天坛奖 Tiantan Award
妈妈 დედე,"
                            玛丽安·卡琪瓦尼
                        ",2018,天坛奖 Tiantan Award
变狗记 Chien,"
                            萨米埃尔·本谢特里
                        ",2018,天坛奖 Tiantan Award
目视朱丽叶 Eye on Juliet,"
                            阮金
                        ",2018,天坛奖 Tiantan Award
证言 The Testament,"
                            阿米查伊·格伦伯格
                        ",2018,天坛奖 Tiantan Award
十八洞村,"
                            苗月
                        ",2018,天坛奖 Tiantan Award
克洛多娃 Krotoa,"
                            罗伯塔·杜兰特
                        ",2018,天坛奖 Tiantan Award
灼热之夏 Tabestan-e Dagh,"
                            艾波拉希姆·伊拉贾德
                        ",2018,天坛奖 Tiantan Award
未择之路 Untaken Paths,"
                            泰米妮·米兰妮
                        ",2018,天坛奖 Tiantan Award
奥克塔夫 Octave,"
                            Serge Ioan Celibidache
                        ",2018,天坛奖 Tiantan Award
玛丽安·卡琪瓦尼 Mariam Khatchvani,"
                            阿米查伊·格伦伯格
                        ",2018,天坛奖 Tiantan Award
